id,name,symbol,slug,infinite_supply,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,tvl_ratio,platform,self_reported_circulating_supply,self_reported_market_cap,minted_market_cap,tags,quote.USD.price,quote.USD.volume_24h,quote.USD.cex_volume_24h,quote.USD.dex_volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.slug,platform.name,platform.symbol,platform.token_address,Timestamp
328,Monero,XMR,monero,TRUE,18446744.07,18446744.07,,2014-05-21T00:00:00.000Z,366,15,2026-04-13T13:54:00.000Z,,,,,6382077608,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",345.9731204,99450648.07,99450648.07,0,27.7348,-0.04720116,2.53949318,5.59880965,-2.57159443,1.48443872,-47.46821497,6382077608,0.2627,6382077608,,2026-04-13T13:54:00.000Z,,,,,,
1,Bitcoin,BTC,bitcoin,FALSE,20015281,20015281,21000000,2010-07-13T00:00:00.000Z,12601,1,2026-04-13T13:53:00.000Z,,,,,1.4296E+12,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",71425.42657,29321633354,29302030212,19603141.51,1.1982,0.57471618,0.6434502,2.90314689,0.82824822,4.96233462,-22.49002406,1.4296E+12,58.854,1.49993E+12,,2026-04-13T13:53:00.000Z,,,,,,25:26.7
1027,Ethereum,ETH,ethereum,TRUE,120691023.6,120691023.6,,2015-08-07T00:00:00.000Z,11741,2,2026-04-13T13:53:00.000Z,,,,,2.65622E+11,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",2200.846001,13441420099,13362724983,78695116.52,-20.7355,0.58507329,0.54456753,2.56821815,5.91891768,10.65604053,-29.9810479,2.65622E+11,10.9352,2.65622E+11,,2026-04-13T13:53:00.000Z,,,,,,25:26.7
825,Tether USDt,USDT,tether,TRUE,1.84436E+11,1.88873E+11,,2015-02-25T00:00:00.000Z,177320,3,2026-04-13T13:53:00.000Z,,,,,1.88895E+11,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",1.000119962,60765330500,59101281136,1664049364,-18.9447,0.01974572,-0.00734206,0.03865586,-0.01064156,0.03795069,0.10185607,1.84458E+11,7.5938,1.88895E+11,,2026-04-13T13:53:00.000Z,1027,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7,25:26.7
52,XRP,XRP,xrp,FALSE,61405531717,99985687636,1E+11,2013-08-04T00:00:00.000Z,1823,4,2026-04-13T13:53:00.000Z,,,,,1.33739E+11,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.337583885,1804867769,1804186381,681388.6787,-11.0148,0.68342849,0.77566158,-0.59951891,-3.94652383,-4.25357195,-35.33225818,82135049670,3.3813,1.33758E+11,,2026-04-13T13:53:00.000Z,,,,,,25:26.7
1839,BNB,BNB,bnb,FALSE,136356472.4,136356472.4,136356474.1,2017-07-25T00:00:00.000Z,3184,5,2026-04-13T13:53:00.000Z,,,,,81560453740,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",598.1414178,1657993698,1634772495,23221203.53,-11.573,0.01156654,1.03797113,-1.31484917,-8.56385984,-2.92253538,-34.22978418,81560453740,3.3577,81560454721,,2026-04-13T13:53:00.000Z,,,,,,25:26.7
3408,USDC,USDC,usd-coin,FALSE,78676012029,78676012029,,2018-10-08T00:00:00.000Z,38693,6,2026-04-13T13:53:00.000Z,,,60901219650,60887645316,78658475853,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.999777109,8269633320,6668918379,1600714941,28.6871,0.01819653,0.00210649,-0.00490358,-0.02799297,-0.02510928,-0.00700769,78658475853,3.2523,78658475853,,2026-04-13T13:53:00.000Z,1027,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,25:26.7
5426,Solana,SOL,solana,TRUE,574520036.7,624254555.7,,2020-04-10T00:00:00.000Z,1117,7,2026-04-13T13:54:00.000Z,,,525236893.3,43735739914,51980801877,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",83.26859836,3529044224,3529011056,33167.60446,-77.2162,1.06707074,1.59170076,0.96552307,-4.46463951,2.08089672,-41.68954516,47839478185,1.978,51980801877,,2026-04-13T13:54:00.000Z,,,,,,25:26.7
1958,TRON,TRX,tron,TRUE,94774095671,94774072124,,2017-09-13T00:00:00.000Z,1327,8,2026-04-13T13:54:00.000Z,,,94667886298,30361832584,30395888443,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.320719452,578991924,578930402.5,61521.42953,9.9851,-0.09902133,-0.31344924,0.89941769,8.09829367,15.26060347,7.22440706,30395895996,1.2568,30395888443,,2026-04-13T13:54:00.000Z,,,,,,25:26.7
74,Dogecoin,DOGE,dogecoin,TRUE,1.69525E+11,1.69525E+11,,2013-12-15T00:00:00.000Z,1430,9,2026-04-13T13:53:00.000Z,,,,,15525472717,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.091582059,948099684.6,947665687.8,433996.7361,-30.7848,0.12710963,0.70537834,-0.86128468,-3.89416222,-2.71176825,-34.43795161,15525472717,0.6419,15525472717,,2026-04-13T13:53:00.000Z,,,,,,25:26.7
32196,Hyperliquid,HYPE,hyperliquid,FALSE,255834051.1,956047179.3,961671487.9,2024-07-15T10:14:50.000Z,255,10,2026-04-13T13:53:00.000Z,,,333931719,14174667130,40582100339,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",42.44780092,219777115.6,182807319.3,36969796.31,-9.5662,1.6429452,5.27082058,14.11973061,11.51658444,36.33193914,73.45242929,10859592869,0.449,40820839871,,2026-04-13T13:53:00.000Z,32196,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec,25:26.7
3957,UNUS SED LEO,LEO,unus-sed-leo,FALSE,920854368.9,985239504,,2019-05-21T00:00:00.000Z,68,11,2026-04-13T13:54:00.000Z,,,,,9976347559,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",10.12580953,415386.1205,415386.1205,0,-0.6934,0.01293471,0.04000878,0.08944453,11.6665559,19.39814482,11.97478254,9324395944,0.3839,9976347559,,2026-04-13T13:54:00.000Z,1027,ethereum,Ethereum,ETH,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,25:26.7
2010,Cardano,ADA,cardano,FALSE,36113714118,44994545488,45000000000,2017-10-01T00:00:00.000Z,1696,12,2026-04-13T13:54:00.000Z,,,37997904336,9177452627,10867317998,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.241525231,428507784.2,427731318.7,776465.4632,-29.6459,0.61346417,1.16861391,-5.32774909,-7.60581251,-9.31049093,-38.75682665,8722373149,0.3606,10868635400,,2026-04-13T13:54:00.000Z,,,,,,25:26.7
1831,Bitcoin Cash,BCH,bitcoin-cash,FALSE,20020593.75,20020593.75,21000000,2017-07-23T00:00:00.000Z,1150,13,2026-04-13T13:54:00.000Z,,,,,8547859977,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",426.9533703,174501129.8,174433852.2,67277.58106,-24.2477,0.10067496,0.73926424,-2.49364163,-7.01552948,-17.17202748,-30.09741647,8547859977,0.3519,8966020776,,2026-04-13T13:54:00.000Z,,,,,,25:26.7
1975,Chainlink,LINK,chainlink,FALSE,727099970.5,1000000000,1000000000,2017-09-20T00:00:00.000Z,2231,14,2026-04-13T13:54:00.000Z,,,,,8799032077,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",8.799032077,459000112.6,457549782.6,1450330.081,-14.046,0.72363743,0.54717206,-2.55846619,-2.32292254,3.01686972,-34.00367603,6397775963,0.2634,8799032077,,2026-04-13T13:54:00.000Z,1027,ethereum,Ethereum,ETH,0x514910771af9ca656af840dff83e8264ecf986ca,25:26.7
328,Monero,XMR,monero,TRUE,18446744.07,18446744.07,,2014-05-21T00:00:00.000Z,366,15,2026-04-13T13:54:00.000Z,,,,,6382077608,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",345.9731204,99450648.07,99450648.07,0,27.7348,-0.04720116,2.53949318,5.59880965,-2.57159443,1.48443872,-47.46821497,6382077608,0.2627,6382077608,,2026-04-13T13:54:00.000Z,,,,,,25:26.7
1,Bitcoin,BTC,bitcoin,FALSE,20015281,20015281,21000000,2010-07-13T00:00:00.000Z,12601,1,2026-04-13T13:53:00.000Z,,,,,1.4296E+12,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",71425.42657,29321633354,29302030212,19603141.51,1.1982,0.57471618,0.6434502,2.90314689,0.82824822,4.96233462,-22.49002406,1.4296E+12,58.854,1.49993E+12,,2026-04-13T13:53:00.000Z,,,,,,29:50.9
1027,Ethereum,ETH,ethereum,TRUE,120691023.6,120691023.6,,2015-08-07T00:00:00.000Z,11741,2,2026-04-13T13:53:00.000Z,,,,,2.65622E+11,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",2200.846001,13441420099,13362724983,78695116.52,-20.7355,0.58507329,0.54456753,2.56821815,5.91891768,10.65604053,-29.9810479,2.65622E+11,10.9352,2.65622E+11,,2026-04-13T13:53:00.000Z,,,,,,29:50.9
825,Tether USDt,USDT,tether,TRUE,1.84436E+11,1.88873E+11,,2015-02-25T00:00:00.000Z,177320,3,2026-04-13T13:53:00.000Z,,,,,1.88895E+11,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",1.000119962,60765330500,59101281136,1664049364,-18.9447,0.01974572,-0.00734206,0.03865586,-0.01064156,0.03795069,0.10185607,1.84458E+11,7.5938,1.88895E+11,,2026-04-13T13:53:00.000Z,1027,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7,29:50.9
52,XRP,XRP,xrp,FALSE,61405531717,99985687636,1E+11,2013-08-04T00:00:00.000Z,1823,4,2026-04-13T13:53:00.000Z,,,,,1.33739E+11,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.337583885,1804867769,1804186381,681388.6787,-11.0148,0.68342849,0.77566158,-0.59951891,-3.94652383,-4.25357195,-35.33225818,82135049670,3.3813,1.33758E+11,,2026-04-13T13:53:00.000Z,,,,,,29:50.9
1839,BNB,BNB,bnb,FALSE,136356472.4,136356472.4,136356474.1,2017-07-25T00:00:00.000Z,3184,5,2026-04-13T13:53:00.000Z,,,,,81560453740,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",598.1414178,1657993698,1634772495,23221203.53,-11.573,0.01156654,1.03797113,-1.31484917,-8.56385984,-2.92253538,-34.22978418,81560453740,3.3577,81560454721,,2026-04-13T13:53:00.000Z,,,,,,29:50.9
3408,USDC,USDC,usd-coin,FALSE,78676012029,78676012029,,2018-10-08T00:00:00.000Z,38693,6,2026-04-13T13:53:00.000Z,,,60901219650,60887645316,78658475853,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.999777109,8269633320,6668918379,1600714941,28.6871,0.01819653,0.00210649,-0.00490358,-0.02799297,-0.02510928,-0.00700769,78658475853,3.2523,78658475853,,2026-04-13T13:53:00.000Z,1027,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,29:50.9
5426,Solana,SOL,solana,TRUE,574520036.7,624254555.7,,2020-04-10T00:00:00.000Z,1117,7,2026-04-13T13:54:00.000Z,,,525236893.3,43735739914,51980801877,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",83.26859836,3529044224,3529011056,33167.60446,-77.2162,1.06707074,1.59170076,0.96552307,-4.46463951,2.08089672,-41.68954516,47839478185,1.978,51980801877,,2026-04-13T13:54:00.000Z,,,,,,29:50.9
1958,TRON,TRX,tron,TRUE,94774095671,94774072124,,2017-09-13T00:00:00.000Z,1327,8,2026-04-13T13:54:00.000Z,,,94667886298,30361832584,30395888443,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.320719452,578991924,578930402.5,61521.42953,9.9851,-0.09902133,-0.31344924,0.89941769,8.09829367,15.26060347,7.22440706,30395895996,1.2568,30395888443,,2026-04-13T13:54:00.000Z,,,,,,29:50.9
74,Dogecoin,DOGE,dogecoin,TRUE,1.69525E+11,1.69525E+11,,2013-12-15T00:00:00.000Z,1430,9,2026-04-13T13:53:00.000Z,,,,,15525472717,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.091582059,948099684.6,947665687.8,433996.7361,-30.7848,0.12710963,0.70537834,-0.86128468,-3.89416222,-2.71176825,-34.43795161,15525472717,0.6419,15525472717,,2026-04-13T13:53:00.000Z,,,,,,29:50.9
32196,Hyperliquid,HYPE,hyperliquid,FALSE,255834051.1,956047179.3,961671487.9,2024-07-15T10:14:50.000Z,255,10,2026-04-13T13:53:00.000Z,,,333931719,14174667130,40582100339,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",42.44780092,219777115.6,182807319.3,36969796.31,-9.5662,1.6429452,5.27082058,14.11973061,11.51658444,36.33193914,73.45242929,10859592869,0.449,40820839871,,2026-04-13T13:53:00.000Z,32196,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec,29:50.9
3957,UNUS SED LEO,LEO,unus-sed-leo,FALSE,920854368.9,985239504,,2019-05-21T00:00:00.000Z,68,11,2026-04-13T13:54:00.000Z,,,,,9976347559,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",10.12580953,415386.1205,415386.1205,0,-0.6934,0.01293471,0.04000878,0.08944453,11.6665559,19.39814482,11.97478254,9324395944,0.3839,9976347559,,2026-04-13T13:54:00.000Z,1027,ethereum,Ethereum,ETH,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,29:50.9
2010,Cardano,ADA,cardano,FALSE,36113714118,44994545488,45000000000,2017-10-01T00:00:00.000Z,1696,12,2026-04-13T13:54:00.000Z,,,37997904336,9177452627,10867317998,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.241525231,428507784.2,427731318.7,776465.4632,-29.6459,0.61346417,1.16861391,-5.32774909,-7.60581251,-9.31049093,-38.75682665,8722373149,0.3606,10868635400,,2026-04-13T13:54:00.000Z,,,,,,29:50.9
1831,Bitcoin Cash,BCH,bitcoin-cash,FALSE,20020593.75,20020593.75,21000000,2017-07-23T00:00:00.000Z,1150,13,2026-04-13T13:54:00.000Z,,,,,8547859977,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",426.9533703,174501129.8,174433852.2,67277.58106,-24.2477,0.10067496,0.73926424,-2.49364163,-7.01552948,-17.17202748,-30.09741647,8547859977,0.3519,8966020776,,2026-04-13T13:54:00.000Z,,,,,,29:50.9
